gauge_id consumptive_use consumptive_use_perc reservoirs_vol regulation_degree
28850000 2.70790 0.55530 416.00000 0.21900
29050000 2.73330 0.60090 72983.00000 22.61310
29100000 3.55490 0.66140 2.00000 0.00990
29700000 2.72940 0.58590 122521.00000 33.97620
30080000 0.07070 0.00720 0.00000 0.00000
30400000 0.16280 0.01650 0.00000 0.00000
31490000 1.39560 0.17150 0.00000 0.00000
31520000 1.37220 0.15880 0.00000 0.00000
31600000 1.61810 0.16100 0.00000 0.00000
31680000 1.08630 0.19710 69.00000 0.47680
31700000 1.14890 0.20250 69.00000 0.36950
32400000 0.57810 0.06180 0.00000 0.00000
32550000 0.60360 0.12450 0.00000 0.00000
32620000 1.18790 0.25990 0.00000 0.00000
32830000 0.80350 0.10920 0.00000 0.00000
33025000 1.66310 1.24740 0.00000 0.00000
33170000 0.84010 0.67520 33.00000 4.51630
33190000 1.12680 0.57710 49.00000 0.70990
33205000 1.02280 0.48290 0.00000 0.00000
33215000 0.39470 0.17310 0.00000 0.00000
33250000 0.72780 0.54970 0.00000 0.00000
33260000 0.80500 0.70600 0.00000 0.00000
33270000 0.96030 2.28100 0.00000 0.00000
33281000 1.19810 1.05640 1033.00000 37.79800
33286000 1.26570 1.02380 1033.00000 32.92110
33290000 1.27270 0.99750 1033.00000 31.51990
33321000 0.86810 0.58920 0.00000 0.00000
33330000 0.71890 0.54650 0.00000 0.00000
33380000 1.00260 0.64770 0.00000 0.00000
33450000 0.24310 0.14070 0.00000 0.00000
33460000 0.32170 0.22380 0.00000 0.00000
33480000 0.41840 0.37340 0.00000 0.00000
33520000 0.74520 2.24200 0.00000 0.00000
33530000 0.65330 0.94700 0.00000 0.00000
33550000 0.71060 1.07480 0.00000 0.00000
33620000 2.01190 0.96370 23.00000 2.00560
33630000 0.96230 0.88890 23.00000 0.48560
33680000 1.00680 0.73520 35.00000 0.51300
33730000 2.63180 1.34180 0.00000 0.00000
33760000 1.54650 0.89380 0.00000 0.00000
33780000 1.71200 0.78680 0.00000 0.00000
34020000 0.22900 0.08710 0.00000 0.00000
34060000 0.53130 0.24970 0.00000 0.00000
34070000 0.50170 0.25810 0.00000 0.00000
34090000 0.14180 0.20030 0.00000 0.00000
34130000 1.75330 0.52300 0.00000 0.00000
34170000 2.01870 0.88740 1.00000 0.01770
34251000 0.55730 2.83500 247.00000 40.37820
34311000 0.87360 0.82550 5308.00000 35.63810
34571000 0.59520 14.87010 196.00000 141.42840
34660000 0.85570 1.24190 6019.00000 36.98400
34690000 0.88350 1.14440 6019.00000 32.66850
34730000 23.47000 21.68560 0.00000 0.00000
34750000 2.56310 7.39910 340.00000 51.19590
34770000 1.48150 3.21400 406.00000 20.32350
34789000 1.53290 2.65350 410.00000 13.78980
34879500 1.14080 1.59110 6429.00000 29.84080
34930000 1.92380 0.86610 63.00000 6.03410
34940000 2.56560 1.08820 73.00000 2.75060
34980000 4.04500 2.29420 306.00000 7.96400
35235000 6.62500 9.56070 1069.00000 416.67400
35240000 0.52920 0.40750 6.00000 2.99410
35258000 0.58800 1.45230 251.00000 260.67700
35260000 0.61830 1.21970 251.00000 175.92240
35263000 3.55760 1.96540 321.00000 302.99240
35740000 3.04560 1.25480 32.00000 59.50110
35830000 0.80560 1.33530 206.00000 209.47940
36020000 0.86590 6.45560 283.00000 363.46410
36045000 0.56930 4.80510 112.00000 277.07680
36125000 0.88230 2.50970 34.00000 27.37570
36130000 1.73550 3.73940 34.00000 12.30470
36160000 1.20010 3.79710 435.00000 67.20870
36210000 30.01850 29.19940 41.00000 31.25780
36250000 10.11140 50.92030 57.00000 66.99150
36290000 15.32290 27.63310 172.00000 24.86910
36320000 6.13540 18.21100 4350.00000 326.56540
36390000 5.55900 17.96210 11306.00000 755.51430
36580000 1.45390 5.01930 2556.00000 511.23420
37220000 3.74830 7.04490 398.00000 676.73540
37380000 5.99110 12.10400 3168.00000 747.15780
37410000 8.24380 13.42160 3659.00000 392.85440
37470000 9.29360 16.47080 3833.00000 313.97450
37710150 7.75050 15.05660 6973.00000 355.31550
38650000 1.57740 9.85620 23.00000 65.78520
38790000 7.56470 7.22190 82.00000 27.99000
38830000 3.09630 13.40760 262.00000 225.77200
38860000 3.16780 40.09020 1287.00000 1190.60060
39084010 17.55880 12.98450 0.00000 0.00000
39084020 14.91580 8.11670 0.00000 0.00000
39100000 5.94020 45.44680 43.00000 210.52140
39130000 6.60450 31.61830 57.00000 111.07560
39140000 7.06810 67.06320 384.00000 740.05580
39145000 7.09880 49.67620 384.00000 479.07280
39150000 12.51150 52.27290 654.00000 439.01980
39170000 44.41090 23.80240 0.00000 0.00000
39185000 15.01220 28.08180 826.00000 211.89820
39187800 14.98580 35.87850 826.00000 269.91110
39360000 9.51240 12.45320 80.00000 35.71550
39480000 25.71070 3.82790 13.00000 1.47450
39540000 4.67180 13.93560 4.00000 4.57220
39560000 9.59270 5.18670 403.00000 44.16330
39580000 15.96300 2.90060 0.00000 0.00000
39760000 24.42680 8.98570 15.00000 1.66340
39770000 27.72520 10.22510 15.00000 1.54540
39870000 10.35100 3.87650 25.00000 3.61440
40025000 1.15060 0.13810 0.00000 0.00000
40037000 0.83340 0.09240 0.00000 0.00000
40040000 4.70380 0.69320 0.00000 0.00000
40050000 4.02400 0.59490 0.00000 0.00000
40053000 4.88280 1.13420 0.00000 0.00000
40060001 11.89880 1.69170 0.00000 0.00000
40100000 5.71190 1.06160 0.00000 0.00000
40150000 3.12200 0.75380 384.00000 36.98080
40170000 4.33990 1.08610 0.00000 0.00000
40185000 4.32390 1.11150 0.00000 0.00000
40330000 5.75430 1.41960 570.00000 19.06050
40500000 11.37080 3.29920 0.00000 0.00000
40549998 3.62760 0.68600 0.00000 0.00000
40579995 19.21580 3.30780 61.00000 18.31800
40680000 3.23780 0.60280 0.00000 0.00000
40710000 11.15500 1.92320 63.00000 3.88890
40740000 9.92630 2.12880 63.00000 3.25330
40800001 13.96030 3.14820 244.00000 9.51580
40810350 15.72520 4.40980 0.00000 0.00000
40810800 17.47710 4.60440 0.00000 0.00000
40811100 18.91320 4.83910 0.00000 0.00000
40822995 19.19560 6.87380 0.00000 0.00000
40823500 19.04720 5.06930 0.00000 0.00000
40850000 13.54110 3.17330 337.00000 8.96490
40975000 5.76450 0.88220 0.00000 0.00000
41050000 20.54100 3.69660 0.00000 0.00000
41135000 8.45920 2.02430 22163.00000 84.54600
41199998 19.28610 3.10810 79.00000 8.28390
41260000 33.72250 6.53300 79.00000 4.13270
41300000 5.60540 1.17900 0.00000 0.00000
41380000 4.21920 1.15120 0.00000 0.00000
41410000 22.37340 5.30010 81.00000 2.70450
41440005 21.99390 5.88460 0.00000 0.00000
41539998 23.60940 6.92410 0.00000 0.00000
41650002 16.74580 4.51070 81.00000 2.03890
41685000 3.63400 3.22250 0.00000 0.00000
41780002 3.07930 0.54480 458.00000 20.53650
41818000 11.94100 3.17960 539.00000 8.60460
41890000 1.27110 0.28850 0.00000 0.00000
41990000 8.79490 2.66320 695.00000 7.90770
42089998 2.05630 1.06640 0.00000 0.00000
42100000 6.29280 3.12960 0.00000 0.00000
42187000 3.65520 3.10600 0.00000 0.00000
42210000 8.22050 2.47790 22858.00000 63.93470
42250000 21.81580 4.40810 0.00000 0.00000
42255000 39.39960 9.78280 0.00000 0.00000
42257000 38.48960 9.39460 0.00000 0.00000
42290000 24.08040 6.14840 0.00000 0.00000
42395000 22.17940 5.64400 0.00000 0.00000
42440000 39.39960 8.28190 0.00000 0.00000
42490000 20.37000 4.90040 654.00000 29.59150
42540000 21.75640 5.39920 654.00000 27.65450
42546000 30.86060 7.74040 0.00000 0.00000
42690001 23.96790 7.05160 654.00000 6.37180
42750000 22.75590 7.12550 654.00000 6.10790
42840000 10.57320 2.04250 0.00000 0.00000
42930000 20.39940 5.93760 654.00000 4.64670
43200000 11.21440 3.48110 23512.00000 47.05950
43300000 7.83680 1.79350 0.00000 0.00000
43670000 8.75780 2.72490 22.00000 0.37150
43675000 24.29010 6.78230 0.00000 0.00000
43880000 11.05570 3.73420 22.00000 0.31480
44200000 11.09050 3.58220 23534.00000 41.04790
44250000 1.23950 0.64530 0.00000 0.00000
44290002 10.67800 3.41110 23534.00000 38.34740
44500000 10.95200 3.83570 23534.00000 40.22060
44540000 6.91510 7.90560 0.00000 0.00000
44670000 12.76350 37.58850 45.00000 10.80540
45131000 6.97870 2.18790 0.00000 0.00000
45170001 9.89050 3.26220 0.00000 0.00000
45210000 8.32540 2.83100 0.00000 0.00000
45220000 1.79960 1.39250 0.00000 0.00000
45260000 6.92310 2.80150 0.00000 0.00000
45298000 11.14070 4.47270 24486.00000 38.25140
45480000 10.94300 4.68350 24581.00000 38.21820
45590000 4.31570 1.75130 0.00000 0.00000
45770000 13.03570 4.21630 0.00000 0.00000
45840000 17.61010 5.37560 0.00000 0.00000
45880000 15.58840 6.23290 0.00000 0.00000
45910001 10.81870 5.30530 0.00000 0.00000
45960001 11.39540 5.60900 0.00000 0.00000
46035000 11.07850 4.88630 24581.00000 34.67070
46105000 11.06600 5.08810 24581.00000 35.17320
46360000 10.34700 5.26670 24602.00000 35.57820
46455000 21.41110 8.88900 19.00000 1.25790
46570000 47.67410 30.31840 8.00000 1.89030
46610000 26.86530 15.73020 27.00000 0.48090
46650000 25.62090 16.30760 27.00000 0.47970
46770000 4.09880 2.77920 0.00000 0.00000
46830000 3.98600 2.44470 0.00000 0.00000
46902000 20.34290 11.12490 27.00000 0.31850
47480000 8.63920 330.37110 1.00000 4.12490
48020000 9.99180 8.15070 58738.00000 91.12040
48290000 11.19900 9.34070 58868.00000 90.02290
48590000 11.08430 9.74870 59770.00000 91.91010
49330000 10.74740 10.38190 77087.00000 120.26400
49370000 10.68730 10.57660 77087.00000 122.28750
49705000 10.51190 10.45630 77149.00000 120.19640
50040000 13.37730 9.83000 0.00000 0.00000
50047000 16.20960 4.14470 0.00000 0.00000
50146000 4.87350 107.91910 248.00000 754.02750
50150000 4.65050 90.44680 248.00000 555.78120
50191000 3.84840 13.32920 310.00000 67.93240
50250000 2.41250 9.92880 4.00000 5.62050
50290000 3.04380 4.52290 4.00000 1.33200
50330000 3.09080 2.74880 0.00000 0.00000
50380000 4.43750 7.34870 0.00000 0.00000
50420000 2.85810 5.69700 0.00000 0.00000
50430000 2.76790 8.88360 46.00000 63.82140
50465000 3.62200 11.64490 73.00000 19.83100
50540000 2.29150 14.68970 332.00000 76.05960
50595000 2.34260 12.28190 332.00000 49.54320
50620000 2.83380 12.38120 0.00000 0.00000
50660000 2.52310 3.66830 0.00000 0.00000
50720000 4.49050 18.95550 0.00000 0.00000
50730000 2.52230 9.56510 0.00000 0.00000
50740000 2.27550 2.10110 0.00000 0.00000
50755000 4.00430 4.55210 0.00000 0.00000
50785000 4.12300 2.77410 0.00000 0.00000
50795000 4.26100 2.58600 0.00000 0.00000
51060100 10.75790 4.98540 0.00000 0.00000
51120000 124.99350 57.72600 109.00000 21.47300
51140000 7.55050 13.95920 0.00000 0.00000
51170000 5.89130 20.75370 0.00000 0.00000
51230000 27.17200 11.38440 0.00000 0.00000
51240000 25.82770 24.66530 109.00000 6.34060
51280000 19.45980 24.11080 230.00000 12.52010
51330000 15.33180 27.85980 235.00000 13.33680
51350000 13.16970 22.92530 235.00000 10.80400
51430000 1.70520 23.56270 262.00000 718.19980
51440000 1.66400 10.61490 267.00000 238.84310
51460000 1.96200 9.48960 268.00000 112.07280
51560000 3.77290 2.29560 0.00000 0.00000
51685000 3.55580 6.59260 0.00000 0.00000
51750000 2.27250 0.50680 0.00000 0.00000
51795000 2.09550 0.46700 0.00000 0.00000
51820000 4.79400 1.71600 0.00000 0.00000
51840000 9.05860 9.53530 0.00000 0.00000
51870000 6.27770 1.57320 0.00000 0.00000
51940000 2.21840 0.35510 0.00000 0.00000
52050000 29.44130 38.04200 0.00000 0.00000
52370000 2.44420 11.76220 30.00000 18.19460
52404000 13.00280 60.55710 267.00000 41.89900
52405000 12.59550 51.70920 267.00000 33.61160
52570000 10.74570 49.23520 1907.00000 215.75240
52680000 9.92500 36.41150 1907.00000 150.30050
52695000 9.82810 29.36170 1907.00000 120.42410
52760000 4.84350 2.48870 0.00000 0.00000
52790000 3.72370 1.68140 0.00000 0.00000
52831000 9.01150 16.02730 1960.00000 64.49510
53050000 4.40030 1.12030 0.00000 0.00000
53091000 4.00240 1.00640 0.00000 0.00000
53125000 2.82750 1.38640 0.00000 0.00000
53140000 2.90650 1.99750 0.00000 0.00000
53160000 2.53740 1.27110 0.00000 0.00000
53170000 3.00250 2.02370 0.00000 0.00000
53180000 3.25160 1.76060 0.00000 0.00000
53540001 6.34360 18.14540 202.00000 51.39890
53620000 6.95060 22.13810 202.00000 49.78530
53630000 6.78410 32.84510 202.00000 59.85510
53650000 6.71140 27.37690 202.00000 44.74790
53780000 8.81360 7.48300 0.00000 0.00000
53880000 5.97720 10.36980 202.00000 11.98830
53950000 5.79230 8.29100 202.00000 9.48810
54010005 1.01120 0.29070 0.00000 0.00000
54110002 1.13750 0.64500 0.00000 0.00000
54150000 1.21430 0.48910 5964.00000 149.28940
54165000 2.15740 2.51770 0.00000 0.00000
54195000 1.62000 0.87600 6049.00000 139.44020
54230000 31.81140 10.13230 0.00000 0.00000
54260000 37.25140 15.11520 0.00000 0.00000
54300000 23.65580 13.98390 0.00000 0.00000
54390000 33.07180 16.10760 0.00000 0.00000
54485000 1.71140 1.86080 0.00000 0.00000
54500000 24.94110 15.41220 0.00000 0.00000
54580000 9.88950 6.22150 6049.00000 83.45540
54590000 3.16980 3.06990 0.00000 0.00000
54710000 9.18390 5.88990 6049.00000 76.66210
54730005 2.14640 1.44630 0.00000 0.00000
54770000 1.61840 2.56230 0.00000 0.00000
54780000 7.76130 5.16070 6049.00000 64.06190
54950000 7.27170 4.77720 8769.00000 84.36720
55330000 1.27470 0.53060 0.00000 0.00000
55340000 1.66750 0.48320 0.00000 0.00000
55360000 1.68190 0.31710 0.00000 0.00000
55370000 2.05400 0.46050 0.00000 0.00000
55380000 2.03460 0.45920 0.00000 0.00000
55460000 3.18690 1.51630 0.00000 0.00000
55520001 2.49980 1.39090 0.00000 0.00000
55560000 2.45190 0.86150 0.00000 0.00000
55610000 4.63880 2.33810 0.00000 0.00000
55630000 2.80240 1.17240 147.00000 6.67600
55660000 1.62920 0.58600 0.00000 0.00000
55699998 2.49630 1.19310 147.00000 5.09140
55790000 2.15480 0.53240 0.00000 0.00000
55895000 5.51750 2.22580 0.00000 0.00000
55900000 6.37210 2.31460 0.00000 0.00000
55920000 15.00170 5.57610 0.00000 0.00000
55960000 12.28830 5.60950 0.00000 0.00000
56028000 3.10240 0.61980 0.00000 0.00000
56055000 2.05900 0.35200 0.00000 0.00000
56065000 5.10350 0.88160 0.00000 0.00000
56075000 2.70610 0.51150 0.00000 0.00000
56085000 19.56410 5.06050 0.00000 0.00000
56090000 7.20310 1.93080 0.00000 0.00000
56110005 4.17990 0.81820 13.00000 0.40900
56240000 13.49280 1.93260 46.00000 8.11010
56335001 16.38120 2.36060 46.00000 4.90760
56415000 9.34180 2.21080 0.00000 0.00000
56425000 6.60130 1.27750 66.00000 1.26550
56460000 2.11530 0.43020 0.00000 0.00000
56484998 2.47220 0.59890 32.00000 5.56910
56500000 1.90710 0.35230 0.00000 0.00000
56510000 2.41800 0.61090 32.00000 4.29260
56539000 7.16940 1.68600 98.00000 1.41770
56570000 3.26870 0.95930 0.00000 0.00000
56610000 10.06960 1.54620 0.00000 0.00000
56640000 12.64070 1.93170 0.00000 0.00000
56659998 13.84810 2.34030 58.00000 3.22230
56696000 10.01940 1.86290 141.00000 4.99530
56719998 8.01750 1.84670 239.00000 2.26260
56750000 3.20310 0.49610 0.00000 0.00000
56775000 1.68160 0.25970 0.00000 0.00000
56787000 11.59580 1.92500 0.00000 0.00000
56800000 1.25850 0.37500 0.00000 0.00000
56825000 2.91760 0.61970 109.00000 2.26390
56845000 2.00490 0.60030 0.00000 0.00000
56846000 2.16560 0.56600 20.00000 2.67770
56850000 6.14110 1.45810 527.00000 3.07420
56860000 1.96640 0.63360 0.00000 0.00000
56870000 1.93120 0.61630 0.00000 0.00000
56891900 2.32100 1.00600 0.00000 0.00000
56915500 1.99360 1.27940 0.00000 0.00000
56920000 5.26320 1.34540 527.00000 2.43730
56940002 5.17380 1.77880 0.00000 0.00000
56960005 3.19700 0.62310 2.00000 0.35560
56976000 2.78340 0.51210 42.00000 3.38290
56978000 2.79700 0.50200 42.00000 3.17820
56983000 2.35180 0.41450 0.00000 0.00000
56988500 4.05470 0.89320 20.00000 3.11040
56989001 4.60710 1.30360 0.00000 0.00000
56990000 5.09420 1.39930 102.00000 3.21190
56990990 26.51320 5.49100 0.00000 0.00000
56991500 25.61300 6.41290 0.00000 0.00000
56992000 37.22670 12.11750 0.00000 0.00000
56993551 58.20880 21.97300 0.00000 0.00000
56994500 7.90240 2.32090 681.00000 2.61710
56994510 7.90510 2.10100 681.00000 2.36810
56995500 34.83090 10.06660 0.00000 0.00000
57040008 35.68490 5.37890 0.00000 0.00000
57130000 43.45770 10.45660 18.00000 4.40120
57170000 16.38320 4.08600 0.00000 0.00000
57250000 15.32380 1.86850 0.00000 0.00000
57300000 8.94760 1.09390 0.00000 0.00000
57320000 5.42340 0.51380 0.00000 0.00000
57350000 7.95080 1.01390 0.00000 0.00000
57360000 3.02740 0.51120 0.00000 0.00000
57370000 2.97030 0.50300 0.00000 0.00000
57400000 5.14600 0.88660 0.00000 0.00000
57420000 1.88650 0.15760 0.00000 0.00000
57450000 4.38150 0.67830 3.00000 0.20970
57460000 6.28910 1.12810 3.00000 0.19510
57476500 14.36850 2.48760 0.00000 0.00000
57490000 16.14970 3.23670 0.00000 0.00000
57550000 16.16840 3.07260 0.00000 0.00000
57580000 11.16700 2.07500 3.00000 0.10830
57650000 21.65750 5.58300 0.00000 0.00000
57700000 1.90930 0.35100 0.00000 0.00000
57720000 2.62560 0.32090 0.00000 0.00000
57740000 2.41470 0.27220 0.00000 0.00000
57770000 4.09360 0.91660 0.00000 0.00000
57830000 4.62890 0.82270 62.00000 3.94540
57880000 11.14000 1.60810 0.00000 0.00000
57930000 5.81200 1.07600 90.00000 4.47930
58030000 4.89460 0.89290 0.00000 0.00000
58040000 3.82620 0.81070 0.00000 0.00000
58060000 1.99420 0.21900 0.00000 0.00000
58096000 3.22600 0.68310 5170.00000 225.34880
58099000 3.33470 0.70540 5170.00000 223.97660
58142200 5.83110 0.88850 0.00000 0.00000
58183000 10.17570 2.13320 6566.00000 143.02690
58204000 10.60820 2.22170 6566.00000 127.34040
58218000 10.81750 2.23000 6566.00000 117.21890
58220000 2.88080 0.66150 0.00000 0.00000
58235100 10.13400 1.93010 6566.00000 97.36140
58258000 4.86490 0.43310 0.00000 0.00000
58270000 6.42930 1.00390 0.00000 0.00000
58300000 9.06990 1.81170 7456.00000 93.78490
58305001 9.41620 1.78080 7456.00000 87.41590
58380001 9.07360 4.11430 7471.00000 174.27450
58405000 8.97830 1.07590 0.00000 0.00000
58420000 31.19960 4.45780 0.00000 0.00000
58425000 29.61600 4.58060 0.00000 0.00000
58434000 8.03570 1.80390 0.00000 0.00000
58440000 17.69930 3.18520 30.00000 2.68560
58470000 2.80570 0.48570 153.00000 68.73240
58480500 6.78660 1.05830 153.00000 24.26190
58500000 1.36810 0.22210 0.00000 0.00000
58516500 3.20050 0.52020 38.00000 2.75150
58520000 4.54130 0.77070 192.00000 8.88960
58530000 2.09400 0.15620 0.00000 0.00000
58535000 1.95700 0.14860 0.00000 0.00000
58542000 1.15950 0.09750 0.00000 0.00000
58550001 2.10790 0.22910 0.00000 0.00000
58560000 3.38280 0.62780 0.00000 0.00000
58573000 3.08820 0.58130 0.00000 0.00000
58585000 2.21360 0.28260 12.00000 0.49360
58610000 3.29060 0.59270 0.00000 0.00000
58620000 3.40040 0.56620 211.00000 4.11850
58630002 8.01690 2.07170 7839.00000 66.08300
58645000 59.54430 8.65080 0.00000 0.00000
58648001 35.89990 6.66850 0.00000 0.00000
58658000 2.91700 0.58340 0.00000 0.00000
58670002 7.39140 2.30480 0.00000 0.00000
58710000 3.40680 0.50030 0.00000 0.00000
58720000 2.24050 0.24340 0.00000 0.00000
58730001 3.33270 0.51720 0.00000 0.00000
58735000 5.80760 1.07420 41.00000 3.22000
58736000 10.76370 3.95120 7.00000 1.97270
58750000 2.72280 0.35950 85.00000 22.98770
58755000 2.76130 0.41940 85.00000 16.01720
58765001 3.17570 0.58310 193.00000 19.90190
58770000 6.33520 1.31000 241.00000 8.42580
58795000 7.92630 2.04560 8331.00000 49.59330
58825000 15.02600 1.41430 0.00000 0.00000
58827000 15.24670 1.79250 0.00000 0.00000
58846000 12.02160 2.08970 15.00000 1.91640
58850000 9.99510 1.92860 71.00000 7.56730
58870000 7.02820 2.52090 0.00000 0.00000
58880001 7.92850 2.03600 8402.00000 45.95730
58910000 5.31280 0.73170 0.00000 0.00000
58916000 1.87090 0.22180 0.00000 0.00000
58917000 2.45760 0.32440 0.00000 0.00000
58920000 5.34550 0.93710 41.00000 2.71930
58930000 2.71690 0.48820 0.00000 0.00000
58934000 3.19660 0.63330 0.00000 0.00000
58940000 5.23400 1.16430 41.00000 1.57880
58960000 5.38640 1.24630 41.00000 1.32320
58974000 7.46460 1.92380 8443.00000 38.94560
59100000 3.57280 0.75200 52.00000 17.56270
59120000 14.99680 1.10510 0.00000 0.00000
59125000 14.99680 1.21610 0.00000 0.00000
59181000 2.68440 0.19130 0.00000 0.00000
59240000 4.03210 0.37850 0.00000 0.00000
59355000 0.65410 0.05670 0.00000 0.00000
59370000 1.65720 0.15400 0.00000 0.00000
59380000 1.17290 0.08740 0.00000 0.00000
60010000 27.93820 5.33990 0.00000 0.00000
60011000 24.28090 4.76610 0.00000 0.00000
60100000 18.60170 3.04510 0.00000 0.00000
60110000 25.46170 5.99100 0.00000 0.00000
60130000 72.27400 14.30800 0.00000 0.00000
60145000 48.65950 7.52810 0.00000 0.00000
60220000 6.88280 0.81240 0.00000 0.00000
60250000 7.33600 1.02480 0.00000 0.00000
60265000 24.83940 3.83620 0.00000 0.00000
60381000 13.56570 2.65720 0.00000 0.00000
60435000 17.77960 2.85710 0.00000 0.00000
60435100 22.40180 3.28140 0.00000 0.00000
60435200 22.40180 5.15410 0.00000 0.00000
60435300 22.40180 3.39030 0.00000 0.00000
60436000 20.71940 6.11900 120.00000 83.80430
60471200 22.40180 6.05210 0.00000 0.00000
60473000 20.30860 5.68840 0.00000 0.00000
60476100 21.72590 5.18810 0.00000 0.00000
60477400 22.40180 6.60110 59.00000 73.89820
60477600 22.40180 4.20460 0.00000 0.00000
60478500 22.40180 4.38720 0.00000 0.00000
60478600 22.40180 5.95370 0.00000 0.00000
60490000 22.19090 4.74560 59.00000 5.91420
60500000 22.07030 4.70870 82.00000 4.25350
60615000 12.43200 2.37000 0.00000 0.00000
60635000 15.30560 3.61650 0.00000 0.00000
60640000 19.03340 4.93900 0.00000 0.00000
60642000 24.09880 6.01530 0.00000 0.00000
60650000 23.30070 5.17380 0.00000 0.00000
60653000 11.81630 2.18520 0.00000 0.00000
60654000 8.57270 2.07380 0.00000 0.00000
60665000 10.11990 2.10020 0.00000 0.00000
60680000 14.00390 3.37570 23.00000 0.48240
60715000 12.35510 3.30350 0.00000 0.00000
60750000 9.69730 2.72530 0.00000 0.00000
60765000 12.25600 3.62680 1.00000 0.03780
60772000 12.28890 3.46310 1.00000 0.01640
